
Poison Point,Poison Touch,Adaptability,,
Poison Point,Poison Touch,Adaptability,,
Mega Launcher,Mega Launcher,Mega Launcher,,
Mega Launcher,Mega Launcher,Mega Launcher,,
Dry Skin,Sand Veil,Solar Power,,
Dry Skin,Sand Veil,Solar Power,,
Strong Jaw,Strong Jaw,Sturdy,,
Strong Jaw,Strong Jaw,Rock Head,,
Refrigerate,Refrigerate,Snow Warning,,
Refrigerate,Refrigerate,Snow Warning,,
Cute Charm,Cute Charm,Pixilate,,
Limber,Unburden,Mold Breaker,,
Cheek Pouch,Pickup,Plus,,
Clear Body,Clear Body,Sturdy,,
Sap Sipper,Hydration,Gooey,,
Sap Sipper,Hydration,Gooey,,
Sap Sipper,Hydration,Gooey,,
Prankster,Prankster,Magician,,
Natural Cure,Frisk,Harvest,,
Natural Cure,Frisk,Harvest,,
Pickup,Frisk,Insomnia,,
Pickup,Frisk,Insomnia,,
Own Tempo,Ice Body,Sturdy,,
Own Tempo,Ice Body,Sturdy,,
Frisk,Infiltrator,Telepathy,,
Frisk,Infiltrator,Telepathy,,
Fairy Aura,Fairy Aura,Fairy Aura,,
Dark Aura,Dark Aura,Dark Aura,,
Aura Break,Power Construct,Power Construct,,
Clear Body,Clear Body,Clear Body,,
Magician,Magician,Magician,,
Water Absorb,Water Absorb,Water Absorb,,
Overgrow,Overgrow,Long Reach,,
Overgrow,Overgrow,Long Reach,,
Overgrow,Overgrow,Long Reach,,
Blaze,Blaze,Intimidate,,
Blaze,Blaze,Intimidate,,
Blaze,Blaze,Intimidate,,
Torrent,Torrent,Liquid Voice,,
Torrent,Torrent,Liquid Voice,,
Torrent,Torrent,Liquid Voice,,
Keen Eye,Skill Link,Pickup,,
Keen Eye,Skill Link,Pickup,,
Keen Eye,Skill Link,Sheer Force,,
Stakeout,Strong Jaw,Adaptability,,
Stakeout,Strong Jaw,Adaptability,,
Swarm,Swarm,Swarm,,
Battery,Battery,Battery,,
Levitate,Levitate,Levitate,,
Hyper Cutter,Iron Fist,Anger Point,,
Hyper Cutter,Iron Fist,Anger Point,,
Dancer,Dancer,Dancer,,
Honey Gather,Shield Dust,Sweet Veil,,
Honey Gather,Shield Dust,Sweet Veil,,
Keen Eye,Vital Spirit,Steadfast,,
Keen Eye,Sand Rush,Steadfast,,
Schooling,Schooling,Schooling,,
Merciless,Limber,Regenerator,,
Merciless,Limber,Regenerator,,
Own Tempo,Stamina,Inner Focus,,
Own Tempo,Stamina,Inner Focus,,
Water Bubble,Water Bubble,Water Absorb,,
Water Bubble,Water Bubble,Water Absorb,,
Leaf Guard,Leaf Guard,Contrary,,
Leaf Guard,Leaf Guard,Contrary,,
Illuminate,Effect Spore,Rain Dish,,
Illuminate,Effect Spore,Rain Dish,,
Corrosion,Corrosion,Oblivious,,
Corrosion,Corrosion,Oblivious,,
Fluffy,Klutz,Cute Charm,,
Fluffy,Klutz,Unnerve,,
Leaf Guard,Oblivious,Sweet Veil,,
Leaf Guard,Oblivious,Sweet Veil,,
Leaf Guard,Queenly Majesty,Sweet Veil,,
Flower Veil,Triage,Natural Cure,,
Inner Focus,Telepathy,Symbiosis,,
Receiver,Receiver,Defiant,,
Wimp Out,Wimp Out,Wimp Out,,
Emergency Exit,Emergency Exit,Emergency Exit,,
Water Compaction,Water Compaction,Sand Veil,,
Water Compaction,Water Compaction,Sand Veil,,
Innards Out,Innards Out,Unaware,,
Battle Armor,Battle Armor,Battle Armor,,
RKS System,RKS System,RKS System,,
Shields Down,Shields Down,Shields Down,,
Comatose,Comatose,Comatose,,
Shell Armor,Shell Armor,Shell Armor,,
Iron Barbs,Lightning Rod,Sturdy,,
Disguise,Disguise,Disguise,,
Dazzling,Strong Jaw,Wonder Skin,,
Berserk,Sap Sipper,Cloud Nine,,
Steelworker,Steelworker,Steelworker,,
Bulletproof,Soundproof,Overcoat,,
Bulletproof,Soundproof,Overcoat,,
Bulletproof,Soundproof,Overcoat,,
Electric Surge,Electric Surge,Telepathy,,
Psychic Surge,Psychic Surge,Telepathy,,
Grassy Surge,Grassy Surge,Telepathy,,
Misty Surge,Misty Surge,Telepathy,,
Unaware,Unaware,Unaware,,
Sturdy,Sturdy,Sturdy,,
Full Metal Body,Full Metal Body,Full Metal Body,,
Shadow Shield,Shadow Shield,Shadow Shield,,
Beast Boost,Beast Boost,Beast Boost,,
Beast Boost,Beast Boost,Beast Boost,,
Beast Boost,Beast Boost,Beast Boost,,
Beast Boost,Beast Boost,Beast Boost,,
Beast Boost,Beast Boost,Beast Boost,,
Beast Boost,Beast Boost,Beast Boost,,
Beast Boost,Beast Boost,Beast Boost,,
Prism Armor,Prism Armor,Prism Armor,,
Soul-Heart,Soul-Heart,Soul-Heart,,
Technician,Technician,Technician,,
